Code No,Product name,sbn,eglobal,oz cosmetic,brand shopping,hot cosmetic,cosmetic now,topbuy ,yestyle,cosme-de
164190,Chanel Les 4 Ombres Quadra Eye Shadow 1.2g #19 Enigma,/,/,/,http://www.brandshopping.com.au/product/chanel-les-4-ombres-quadra-eye-shadow-no-31-rose-envolee-12g?utm_source=myshopping&utm_medium=cpc&utm_campaign=Makeup+Cosmetics&utm_term=CHANEL+Les+4+Ombres+Quadra+Eye+Shadow+No+31+Rose+Envolee+1+2g,/,/,/,,
164140,Chanel Les 4 Ombres Quadra Eye Shadow 14 Mystic Eyes 1.2g #8,/,http://www.eglobalbeauty.com.au/Product.aspx?ProductId=35684,http://www.ozcosmetics.com/make-up/chanel/88934,http://www.brandshopping.com.au/product/chanel-les-4-ombres-eye-makeup-no-14-mystic-eyes-4x03g-/,/,http://www.cosmeticsnow.com/iteminfo/chanel-les-4-ombres-eye-makeup-no14-mystic-eyes-4x0g,,,
169320,Chanel Les Tissages De Chanel Tweed Corail #20 5.5g,http://au.strawberrynet.com/makeup/chanel/les-tissages-de-chanel--blush-duo/86700/,http://www.eglobalbeauty.com.au/Product.aspx?ProductId=10932,http://www.ozcosmetics.com/make-up/chanel/86700?utm_source=myshopping&utm_medium=cpc&utm_campaign=Makeup+Cosmetics&utm_term=Chanel+Les+Tissages+De+Chanel+Blush+Duo+Tweed+Effect+20+Tw,http://www.brandshopping.com.au/product/chanel-les-tissages-de-chanel-blush-duo-tweed-effect-50-tweed-sienna-55g?utm_source=myshopping&utm_medium=cpc&utm_campaign=Makeup+Cosmetics&utm_term=CHANEL+Les+Tissages+De+Chanel+Blush+Duo+Tweed+Effect+50+Tw,/,http://www.cosmeticsnow.com.au/iteminfo/les-tissages-de-chanel-blush-duo-tweed-effect-no20-tweed-corail-5g?utm_source=myshopping&utm_medium=cpc&utm_campaign=Makeup+Cosmetics&utm_term=Chanel+Les+Tissages+De+Chanel+Blush+Duo+Tweed+Effect+20+Tw,/,http://www.yesstyle.com.au/associate-referral.html?39AHZ7CD+http://www.yesstyle.com.au/en/info.html/pid.1023023019,
154106,Chanel Levres Scintillantes #106 Myriade 6ml,/,/,/,http://www.brandshopping.com.au/product/chanel-levres-scintillantes-no-106-myriade-6ml?utm_source=myshopping&utm_medium=cpc&utm_campaign=Makeup+Cosmetics&utm_term=CHANEL+Levres+Scintillantes+No+106+Myriade+6ml,/,http://www.cosmeticsnow.com.au/iteminfo/chanel-levres-scintillantes-no106-myriade-6ml?utm_source=myshopping&utm_medium=cpc&utm_campaign=Makeup+Cosmetics&utm_term=Chanel+Levres+Scintillantes+No+106+Myriade+6ml,/,,
154106P,Chanel Levres Scintillantes #106 Myriade 6ml ,http://au.strawberrynet.com/makeup/chanel/levres-scintillantes---no--106/68787/?trackid=7050500001&utm_source=myshopping&utm_medium=cpc&utm_campaign=Makeup+Cosmetics&utm_term=Chanel+Levres+Scintillantes+No+106+Myriade+6ml+0+2oz,http://www.eglobalbeauty.com.au/Product.aspx?ProductId=9413,http://www.ozcosmetics.com/make-up/chanel/68787?utm_source=myshopping&utm_medium=cpc&utm_campaign=Makeup+Cosmetics&utm_term=Chanel+Levres+Scintillantes+No+106+Myriade+6ml+0+2oz,http://www.brandshopping.com.au/product/chanel-levres-scintillantes-no-106-myriade-6ml?utm_source=myshopping&utm_medium=cpc&utm_campaign=Makeup+Cosmetics&utm_term=CHANEL+Levres+Scintillantes+No+106+Myriade+6ml,/,http://www.cosmeticsnow.com.au/iteminfo/chanel-levres-scintillantes-no106-myriade-6ml?utm_source=myshopping&utm_medium=cpc&utm_campaign=Makeup+Cosmetics&utm_term=Chanel+Levres+Scintillantes+No+106+Myriade+6ml,/,,
154119,Chanel Levres Scintillantes #119 Wild Rose 5.5g ,http://au.strawberrynet.com/makeup/chanel/levres-scintillantes---no--119/93984/#DETAIL,http://www.eglobalbeauty.com.au/Product.aspx?ProductId=9448,http://www.ozcosmetics.com/make-up/chanel/93984?utm_source=myshopping&utm_medium=cpc&utm_campaign=Makeup+Cosmetics&utm_term=Chanel+Levres+Scintillantes+No+119+Wild+Rose+5+5g+0+19oz,http://www.brandshopping.com.au/product/chanel-levres-scintillantes-no-119-wild-rose-55g?utm_source=myshopping&utm_medium=cpc&utm_campaign=Makeup+Cosmetics&utm_term=CHANEL+Levres+Scintillantes+No+119+Wild+Rose+5+5g,/,http://www.cosmeticsnow.com/iteminfo/chanel-levres-scintillantes-no119-wild-rose-5g,,,
154190,Chanel Levres Scintillantes #19 Blizzard 6ml ,http://au.strawberrynet.com/makeup/chanel/levres-scintillantes---no--19-blizzard/26120/#DETAIL,http://www.eglobalbeauty.com.au/Product.aspx?ProductId=9387,http://www.ozcosmetics.com/make-up/chanel/26120?utm_source=myshopping&utm_medium=cpc&utm_campaign=Makeup+Cosmetics&utm_term=Chanel+Levres+Scintillantes+No+19+Blizzard+6ml+0+2oz,http://www.brandshopping.com.au/product/chanel-levres-scintillantes-no-19-blizzard-6ml?utm_source=myshopping&utm_medium=cpc&utm_campaign=Makeup+Cosmetics&utm_term=CHANEL+Levres+Scintillantes+No+19+Blizzard+6ml,/,http://www.cosmeticsnow.com/iteminfo/chanel-levres-scintillantes-no19-blizzard-6ml,,,
157610P,Chanel Lift Lumiere Correcteur Concealer Beige Lumiere #10,,,,,,,,,
119420,Chanel No.19 Eau De Toilette Spray Non-Refillable 50ml/1.7oz,http://au.strawberrynet.com/perfume/chanel/no-19-eau-de-toilette-spray-non-refillable/39738/#DETAIL,http://www.eglobalbeauty.com.au/Chanel-No19-EDT-Spray-Non-Refillable-50ml-P377.aspx,http://www.ozcosmetics.com/ladies-fragrance/chanel/39738,/,/,http://www.cosmeticsnow.com/iteminfo/chanel-no19-eau-de-toilette-spray-non-refillable-50ml,,,
125530P,Chanel No.5 Eau De Parfum 100ml ,,,,,,,,,
180470P,Chanel Ombre Essentielle Soft Touch Eye Shadow - No. 47 Ebony 2g ,/,/,/,http://www.brandshopping.com.au/product/chanel-ombre-essentielle-soft-touch-eye-shadow-no-47-ebony-2g/,/,/,,,
130520P,Chanel Poudre Universelle Compacte #20 15g,http://au.strawberrynet.com/makeup/chanel/poudre-universelle-compacte---no-20/25554/#DETAIL,http://www.eglobalbeauty.com.au/Chanel-Poudre-Universelle-Compacte-No20-Clair-15g05oz-P8508.aspx,http://www.ozcosmetics.com/make-up/chanel/25554,http://www.brandshopping.com.au/product/chanel-poudre-universelle-compacte-no20-clair-15g/,/,http://www.cosmeticsnow.com/iteminfo/chanel-poudre-universelle-compacte-no20-clair-15g,,,
132030,Chanel Poudre Universelle Libre Naturel Finish Loose Powder 30g #30 Natural,,,,,,,,,
143670,Chanel Precision Lotion Confort Silky Soothing Toner 200ml ,http://au.strawberrynet.com/skincare/chanel/precision-lotion-confort-silky/83962/#DETAIL,http://www.eglobalbeauty.com.au/Product.aspx?ProductId=50806,http://www.ozcosmetics.com/skincare/chanel/83962?utm_source=myshopping&utm_medium=cpc&utm_campaign=Skin+Care&utm_term=Chanel+Precision+Lotion+Confort+Silky+Soothing+Toner+200ml+6+8oz,http://www.brandshopping.com.au/product/chanel-cleanser-200ml-precision-lotion-confort-silky-soothing-toner?utm_source=myshopping&utm_medium=cpc&utm_campaign=Skin+Care&utm_term=Chanel+Cleanser+200ml+Precision+Lotion+Confort+Silky+Soothing+T,/,http://www.cosmeticsnow.com/iteminfo/chanel-precision-lotion-confort-silky-soothing-toner-200ml,,,
143770P,Chanel Precision Lotion Douceur Gentle Hydrating Toner 200ml,/,/,/,http://www.brandshopping.com.au/product/chanel-precision-lotion-douceur-gentle-hydrating-toner-200ml?utm_source=myshopping&utm_medium=cpc&utm_campaign=Skin+Care&utm_term=CHANEL+Precision+Lotion+Douceur+Gentle+Hydrating+Toner+200ml,/,http://www.cosmeticsnow.com.au/iteminfo/chanel-precision-lotion-douceur-gentle-hydrating-toner-200ml?utm_source=myshopping&utm_medium=cpc&utm_campaign=Skin+Care&utm_term=Chanel+Precision+Lotion+Douceur+Gentle+Hydrating+Toner+200ml,/,,
143770,Chanel Precision Lotion Douceur Gentle Hydrating Toner 200ml ,http://au.strawberrynet.com/skincare/chanel/precision-lotion-douceur-gentle/84035/#DETAIL,http://www.eglobalbeauty.com.au/Product.aspx?ProductId=35601,http://www.ozcosmetics.com/skincare/chanel/84035?utm_source=myshopping&utm_medium=cpc&utm_campaign=Skin+Care&utm_term=Chanel+Precision+Lotion+Douceur+Gentle+Hydrating+Toner+200ml+6+8,http://www.brandshopping.com.au/product/chanel-precision-lotion-douceur-gentle-hydrating-toner-200ml?utm_source=myshopping&utm_medium=cpc&utm_campaign=Skin+Care&utm_term=CHANEL+Precision+Lotion+Douceur+Gentle+Hydrating+Toner+200ml,/,http://www.cosmeticsnow.com/iteminfo/chanel-precision-lotion-douceur-gentle-hydrating-toner-200ml,,,
432701,Chanel Precision Ultra Correction Lift Plumping Anti-Wrinkle Lips & Contour 15g ,http://au.strawberrynet.com/skincare/chanel/precision-ultra-correction-lift/115366/?trackid=7050500001&utm_source=myshopping&utm_medium=cpc&utm_campaign=Skin+Care&utm_term=Chanel+Precision+Ultra+Correction+Lift+Plumping+Anti+Wrinkle+Lip,http://www.eglobalbeauty.com.au/Product.aspx?ProductId=41840,http://www.ozcosmetics.com/skincare/chanel/115366?utm_source=myshopping&utm_medium=cpc&utm_campaign=Skin+Care&utm_term=Chanel+Precision+Ultra+Correction+Lift+Plumping+Anti+Wrinkle+Lip,http://www.brandshopping.com.au/product/chanel-precision-ultra-correction-lift-plumping-anti-wrinkle-lips-contour-15g?utm_source=myshopping&utm_medium=cpc&utm_campaign=Skin+Care&utm_term=CHANEL+Precision+Ultra+Correction+Lift+Plumping+Anti+Wrinkle+Lip,/,http://www.cosmeticsnow.com/iteminfo/chanel-precision-ultra-correction-lift-plumping-anti-wrinkle-lips-and-contour-15g,,,
143720,Chanel Softness Freshwater Cleansing Water Balance Anti-Pollution Face and Eyes Eau Douceur 150 ml,http://au.strawberrynet.com/skincare/chanel/precision-eau-douceur-cleansing/83222/#DETAIL,http://www.eglobalbeauty.com.au/Product.aspx?ProductId=50834,http://www.ozcosmetics.com/skincare/chanel/83222?utm_source=myshopping&utm_medium=cpc&utm_campaign=Skin+Care&utm_term=Chanel+Precision+Eau+Douceur+Cleansing+Water+Face+Eyes+150ml+5,http://www.brandshopping.com.au/product/chanel-cleanser-150ml-precision-eau-douceur-cleansing-water-face-eyes?utm_source=myshopping&utm_medium=cpc&utm_campaign=Skin+Care&utm_term=Chanel+Cleanser+150ml+Precision+Eau+Douceur+Cleansing+Water+Fac,/,http://www.cosmeticsnow.com/iteminfo/chanel-precision-eau-douceur-cleansing-water-face-and-eyes-150ml,,,
182410,Chanel Sublime De Mascara #10 Deep Black 6g ,http://au.strawberrynet.com/makeup/chanel/sublime-de-chanel-mascara-----10/120790/#DETAIL,http://www.eglobalbeauty.com.au/Product.aspx?ProductId=11609,http://www.ozcosmetics.com/make-up/chanel/120790?utm_source=myshopping&utm_medium=cpc&utm_campaign=Makeup+Cosmetics&utm_term=Chanel+Sublime+De+Chanel+Mascara+10+Deep+Black+6g+0+21oz,http://www.brandshopping.com.au/product/chanel-sublime-de-chanel-mascara-10-deep-black-6g?utm_source=myshopping&utm_medium=cpc&utm_campaign=Makeup+Cosmetics&utm_term=CHANEL+Sublime+De+Chanel+Mascara+10+Deep+Black+6g,/,http://www.cosmeticsnow.com/iteminfo/sublime-de-chanel-mascara-no10-deep-black-6g,,,
141335,Chanel UV Essentiel Complete Daily UV Protection Anti-Pollution SPF50 / PA+++ 30ml/1oz,,,,,,http://www.cosmeticsnow.com.au/iteminfo/chanel-uv-essentiel-complete-daily-uv-protection-anti-pollution-spf50-pa+++-30ml,,http://www.yesstyle.com.au/en/info.html/pid.1033879303,
178860P,Chanel Vitalumiere Aqua Cream Compact #10 SPF15 / PA++ 12g,,,,,,,,,
179830P,Chanel Vitalumiere Eclat Compact Beige Rose #30 Sable SPF 30 13g,http://au.strawberrynet.com/makeup/chanel/vitalumiere-eclat-comfort-radiance/96096/#DETAIL,http://www.eglobalbeauty.com.au/Product.aspx?ProductId=13861,http://www.ozcosmetics.com/make-up/chanel/96096?utm_source=myshopping&utm_medium=cpc&utm_campaign=Makeup+Cosmetics&utm_term=Chanel+Vitalumiere+Eclat+Comfort+Radiance+Compact+MakeUp+SPF+10,http://www.brandshopping.com.au/product/chanel-vitalumiere-eclat-comfort-radiance-compact-makeup-spf-10-br30-beige-rose-sable-13g?utm_source=myshopping&utm_medium=cpc&utm_campaign=Makeup+Cosmetics&utm_term=CHANEL+Vitalumiere+Eclat+Comfort+Radiance+Compact+MakeUp+SPF+10,/,http://www.cosmeticsnow.com/iteminfo/chanel-vitalumiere-eclat-comfort-radiance-compact-makeup-spf10-nobr30-beige-rose-sable-13g,,,
179820,Chanel Vitalumiere Eclat Compact SPF10 #20 13g,http://au.strawberrynet.com/makeup/chanel/vitalumiere-eclat-comfort-radiance/131813/?trackid=7050500001&utm_source=myshopping&utm_medium=cpc&utm_campaign=Makeup+Cosmetics&utm_term=Chanel+Vitalumiere+Eclat+Comfort+Radiance+Compact+MakeUp+SPF10+R,http://www.eglobalbeauty.com.au/Product.aspx?ProductId=36742,http://www.ozcosmetics.com/make-up/chanel/120473?utm_source=myshopping&utm_medium=cpc&utm_campaign=Makeup+Cosmetics&utm_term=Chanel+Vitalumiere+Eclat+Comfort+Radiance+Compact+MakeUp+SPF+10,http://www.brandshopping.com.au/product/chanel-vitalumiere-eclat-comfort-radiance-compact-makeup-spf-10-b20-beige-tendre-13g?utm_source=myshopping&utm_medium=cpc&utm_campaign=Makeup+Cosmetics&utm_term=CHANEL+Vitalumiere+Eclat+Comfort+Radiance+Compact+MakeUp+SPF+10,/,http://www.cosmeticsnow.com/iteminfo/chanel-vitalumiere-eclat-comfort-radiance-compact-makeup-spf10-nob20-beige-tendre-13g,,,
0013CO,Chloe Eau De Parfum Spray 50ml,http://au.strawberrynet.com/perfume/chloe/eau-de-parfum-spray/88936/#DETAIL,http://www.eglobalbeauty.com.au/Product.aspx?ProductId=30876,http://www.ozcosmetics.com/ladies-fragrance/chloe/88936,http://www.brandshopping.com.au/product/chloe-new-by-chloe-50ml-edp-spray-perfume-fragrance-for-women-/,http://www.hotcosmetics.com.au/Chloe-Chloe-new-Eau-De-Parfum-Spray-50ml,http://www.cosmeticsnow.com/iteminfo/chloe-eau-de-parfum-spray-50ml,,,
0002CO,Chloe Eau De Parfum Spray 50ml,,,,/,http://www.hotcosmetics.com.au/Chloe-Chloe-new-Eau-De-Parfum-Spray-50ml?utm_source=myshopping&utm_medium=cpc&utm_campaign=Fragrance+Perfume&utm_term=Chloe+Chloe+new+Eau+De+Parfum+Spray+50ml,http://www.cosmeticsnow.com.au/iteminfo/chloe-eau-de-parfum-spray-50ml?utm_source=myshopping&utm_medium=cpc&utm_campaign=Fragrance+Perfume&utm_term=Chloe+Eau+De+Parfum+Spray+50ml,,,
0002CO,Chloe Eau De Parfum Spray 50ml,http://au.strawberrynet.com/perfume/chloe/eau-de-parfum-spray/88936/?trackid=7050500001&utm_source=myshopping&utm_medium=cpc&utm_campaign=Fragrance+Perfume&utm_term=Chloe+Eau+De+Parfum+Spray+50ml+1+7oz+Female,http://www.eglobalbeauty.com.au/Chloe-Eau-De-Parfum-Spray-50ml-P30876.aspx,http://www.ozcosmetics.com/ladies-fragrance/chloe/88936,/,http://www.hotcosmetics.com.au/Chloe-Chloe-new-Eau-De-Parfum-Spray-50ml?utm_source=myshopping&utm_medium=cpc&utm_campaign=Fragrance+Perfume&utm_term=Chloe+Chloe+new+Eau+De+Parfum+Spray+50ml,http://www.cosmeticsnow.com.au/iteminfo/chloe-eau-de-parfum-spray-50ml?utm_source=myshopping&utm_medium=cpc&utm_campaign=Fragrance+Perfume&utm_term=Chloe+Eau+De+Parfum+Spray+50ml,/,http://www.yesstyle.com.au/en/chloe-eau-de-parfum-spray-50ml-1-7oz/info.html/pid.1020114013,/
0003CO,Chloe Eau De Toilette Spray (New) 50ml ,http://au.strawberrynet.com/perfume/chloe/eau-de-toilette-spray--new-/93181/#DETAIL,http://www.eglobalbeauty.com.au/Product.aspx?ProductId=30376,http://www.ozcosmetics.com/ladies-fragrance/chloe/93181?utm_source=myshopping&utm_medium=cpc&utm_campaign=Fragrance+Perfume&utm_term=Chloe+Eau+De+Toilette+Spray+New+50ml+1+7oz,http://www.brandshopping.com.au/product/chloe-new-by-chloe-50ml-edt-spray-perfume-fragrance-for-women-?utm_source=myshopping&utm_medium=cpc&utm_campaign=Fragrance+Perfume&utm_term=Chloe+new+by+Chloe+50ml+EDT+Spray+Perfume+Fragrance+for+Women+,http://www.hotcosmetics.com.au/Chloe-Chloe-(New)-Eau-De-Toilette-Spray-50ml,http://www.cosmeticsnow.com/iteminfo/chloe-eau-de-toilette-spray-new-50ml,,,
0003CO,Chloe Eau De Toilette Spray (New) 50ml ,,,,,,,,,
0001CO,Chloe Intense Eau De Parfum Spray 50ml ,http://au.strawberrynet.com/perfume/chloe/intense-eau-de-parfum-spray/103519/#DETAIL,http://www.eglobalbeauty.com.au/Product.aspx?ProductId=381,http://www.ozcosmetics.com/ladies-fragrance/chloe/103519?utm_source=myshopping&utm_medium=cpc&utm_campaign=Fragrance+Perfume&utm_term=Chloe+Intense+Eau+De+Parfum+Spray+50ml+1+7oz,http://www.brandshopping.com.au/product/chloe-intense-by-chloe-50ml-edp-new-release-perfume-fragrance-for-women?utm_source=myshopping&utm_medium=cpc&utm_campaign=Fragrance+Perfume&utm_term=Chloe+Intense+by+Chloe+50ml+EDP+Spray+New+Release+Perfume+Frag,http://www.hotcosmetics.com.au/Chloe-Chloe-Intense-Eau-De-Parfum-Spray-50-ml,http://www.cosmeticsnow.com/iteminfo/chloe-intense-eau-de-parfum-spray-50ml,,,
806008P,Christian Dior 5 Color Designer All In One Artistry Palette #008 Smoky Design 4.4g,http://au.strawberrynet.com/makeup/christian-dior/5-color-designer-all-in-one-artistry/91088/#DETAIL,http://www.eglobalbeauty.com.au/Christian-Dior-5-Color-Designer-All-In-One-Artistry-Palette-No-008-Smoky-Design-44g015oz-P9026.aspx,http://www.ozcosmetics.com/make-up/christian-dior/91088,http://www.brandshopping.com.au/product/christian-dior-5-color-designer-all-in-one-artistry-palette-no-008-smoky-design-44g/,/,http://www.cosmeticsnow.com/iteminfo/christian-dior-5-color-designer-all-in-one-artistry-palette-no008-smoky-design-4g,,,
809208P,Christian Dior 5 Colour Designer Eyeshadow #208 4.4g All in One Artistry Palette,http://au.strawberrynet.com/makeup/christian-dior/5-color-designer-all-in-one-artistry/91089/#DETAIL,http://www.eglobalbeauty.com.au/Christian-Dior-5-Color-Designer-All-In-One-Artistry-Palette-No-208-Navy-Design-44g015oz-P8778.aspx,http://www.ozcosmetics.com/make-up/christian-dior/91089,http://www.brandshopping.com.au/product/christian-dior-5-color-designer-all-in-one-artistry-palette-no-208-navy-design-44g/,/,http://www.cosmeticsnow.com/iteminfo/christian-dior-5-color-designer-all-in-one-artistry-palette-no208-navy-design-4g,,,
810-80P,Christian Dior 5 Colour Iridescent Eyeshadow #809 Petal Shine 6g,http://au.strawberrynet.com/makeup/christian-dior/5-color-iridescent-eyeshadow--/77950/#DETAIL,/,http://www.ozcosmetics.com/make-up/christian-dior/77950,/,/,http://www.cosmeticsnow.com/iteminfo/christian-dior-5-color-iridescent-eyeshadow-no809-petal-shine-6g,,,
284009P,Christian Dior Addict Eau De Parfum Spray (New Version) 100ml ,http://au.strawberrynet.com/perfume/christian-dior/addict-eau-de-parfum-spray--new/29268/#DETAIL,http://www.eglobalbeauty.com.au/Product.aspx?ProductId=30795,http://www.ozcosmetics.com/ladies-fragrance/christian-dior/29268?utm_source=myshopping&utm_medium=cpc&utm_campaign=Fragrance+Perfume&utm_term=Christian+Dior+Addict+Eau+De+Parfum+Spray+New+Version+100ml+3+,http://www.brandshopping.com.au/product/dior-addict-by-christian-dior-100ml-eau-de-parfum-perfume-for-women/,http://www.hotcosmetics.com.au/Christian-Dior-Dior-Addict-Eau-De-Parfum-Spray-100-ml,http://www.cosmeticsnow.com/iteminfo/christian-dior-addict-eau-de-parfum-spray-100ml,,,
822009P,Christian Dior Addict Eau Sensuelle Eau De Toilette Spray 50ml ,http://au.strawberrynet.com/perfume/christian-dior/addict-eau-sensuelle-eau-de-toilette/147634/?trackid=7050500001&utm_source=myshopping&utm_medium=cpc&utm_campaign=Fragrance+Perfume&utm_term=Christian+Dior+Addict+Eau+Sensuelle+Eau+De+Toilette+Spray+50ml+1,http://www.eglobalbeauty.com.au/Product.aspx?ProductId=56108,http://www.ozcosmetics.com/ladies-fragrance/christian-dior/147634?utm_source=myshopping&utm_medium=cpc&utm_campaign=Fragrance+Perfume&utm_term=Christian+Dior+Addict+Eau+Sensuelle+Eau+De+Toilette+Spray+50ml+1,/,/,http://www.cosmeticsnow.com.au/iteminfo/christian-dior-addict-eau-sensuelle-eau-de-toilette-spray-50ml?utm_source=myshopping&utm_medium=cpc&utm_campaign=Fragrance+Perfume&utm_term=Christian+Dior+Addict+Eau+Sensuelle+Eau+De+Toilette+Spray+50ml,/,,
824009P,Christian Dior Addict To Life Eau De Toilette Spray 100ml,http://au.strawberrynet.com/perfume/christian-dior/addict-to-life-eau-de-toilette/125917/#DETAIL,http://www.eglobalbeauty.com.au/Christian-Dior-Addict-To-Life-Eau-De-Toilette-Spray-100ml34oz-P36941.aspx,http://www.ozcosmetics.com/ladies-fragrance/christian-dior/125917,http://www.brandshopping.com.au/product/dior-addict-to-life-perfume-by-christian-dior-100ml-edt-for-women-/,http://www.hotcosmetics.com.au/Christian-Dior-Dior-Addict-To-Life-Eau-De-Toilette-Spray-100ml,http://www.cosmeticsnow.com/iteminfo/christian-dior-addict-to-life-eau-de-toilette-spray-100ml,,,
655009P,Christian Dior Aqua Fahrenheit Eau De Toilette Spray 125ml,http://au.strawberrynet.com/cologne/christian-dior/aqua-fahrenheit-eau-de-toilette/118867/#DETAIL,http://www.eglobalbeauty.com.au/Christian-Dior-Aqua-Fahrenheit-Eau-De-Toilette-Spray-125ml42oz-P35104.aspx,http://www.ozcosmetics.com/mens-fragrance/christian-dior/118867,http://www.brandshopping.com.au/product/aqua-fahrenheit-cologne-by-christian-dior-125ml-edt-spray-for-men/,http://www.hotcosmetics.com.au/Christian-Dior-Aqua-Fahrenheit-Eau-De-Toilette-Spray-125ml,http://www.cosmeticsnow.com/iteminfo/christian-dior-aqua-fahrenheit-eau-de-toilette-spray-125ml,,,
058704P,Christian Dior Capture Totale Multi-Perfection Cream 50ml FPS 20 SPF - PA+,http://au.strawberrynet.com/skincare/christian-dior/capture-totale-multi-perfection/140551/#DETAIL,http://www.eglobalbeauty.com.au/Christian-Dior-Capture-Totale-Multi-Perfection-Cream-SPF-20-PA-50ml18oz-P54876.aspx,http://www.ozcosmetics.com/skincare/christian-dior/140551,/,/,http://www.cosmeticsnow.com/iteminfo/christian-dior-capture-totale-multi-perfection-cream-spf20-pa+-50ml,,,
31000,Christian Dior Capture Totale Multi-Perfection Eye Treatment 15ml,,,,http://www.brandshopping.com.au/product/christian-dior-eye-care-15ml-capture-totale-multi-perfection-eye-treatment?utm_source=myshopping&utm_medium=cpc&utm_campaign=Skin+Care&utm_term=Christian+Dior+Eye+Care+15ml+Capture+Totale+Multi+Perfection+Ey,,http://www.myshopping.com.au/GO--1214887102_shopping,,,
001953P,Christian Dior Capture Totale One Essential 30ml + Eye Essential 15ml,/,/,/,/,/,/,,,
0129CD,Christian Dior Capture Totale One Essential Skin Boosting Super Serum 50ml,http://au.strawberrynet.com/skincare/christian-dior/capture-totale-one-essential-skin/119613/#DETAIL,http://www.eglobalbeauty.com.au/Christian-Dior-Capture-Totale-One-Essential-Skin-Boosting-Super-Serum-50ml.aspx,http://www.ozcosmetics.com/skincare/christian-dior/119613,/,/,http://www.cosmeticsnow.com/iteminfo/christian-dior-capture-totale-one-essential-skin-boosting-super-serum-50ml,,,
0129CDP,Christian Dior Capture Totale One Essential Skin Boosting Super Serum 50ml,/,http://www.eglobalbeauty.com.au/Christian-Dior-Capture-Totale-One-Essential-Skin-Boosting-Super-Serum-50ml.aspx?,/,,/,http://www.cosmeticsnow.com.au/iteminfo/christian-dior-capture-totale-one-essential-skin-boosting-super-serum-50ml?utm_source=myshopping&utm_medium=cpc&utm_campaign=Skin+Care&utm_term=Christian+Dior+Capture+Totale+One+Essential+Skin+Boosting+Super,/,,
0136CD,Christian Dior Capture Totale Set: Creme + Concentrated Serum + One Essential + Serum Foundation #020 + Bag 4pcs+1bag,/,/,http://www.ozcosmetics.com/skincare/christian-dior/151952,/,/,http://www.cosmeticsnow.com/iteminfo/christian-dior-capture-totale-set-creme-concentrated-serum-one-essential-serum-foundation-no020-bag-4pcs+1bag,,,
924009P,Christian Dior Dior Homme Eau De Toilette Spray 100ml ,http://au.strawberrynet.com/cologne/christian-dior/dior-homme-eau-de-toilette-spray/44836/#DETAIL,http://www.eglobalbeauty.com.au/Product.aspx?ProductId=34098,http://www.ozcosmetics.com/mens-fragrance/christian-dior/44836,http://www.brandshopping.com.au/product/dior-homme-christian-dior-100ml-edt-for-men/,http://www.hotcosmetics.com.au/Christian-Dior-Dior-Homme-Eau-De-Toilette-Spray-100ml,http://www.cosmeticsnow.com/iteminfo/christian-dior-dior-homme-eau-de-toilette-spray-100ml,,,
484200P,Christian Dior Dior Homme Sport After Shave Lotion (New Version) 100ml,/,/,/,/,/,http://www.cosmeticsnow.com.au/iteminfo/christian-dior-dior-homme-sport-after-shave-lotion-new-version-100ml?utm_source=myshopping&utm_medium=cpc&utm_campaign=Hair+Removal+Products&utm_term=Christian+Dior+Dior+Homme+Sport+After+Shave+Lotion+New+Version+,/,,
484200,Christian Dior Dior Homme Sport After Shave Lotion (New Version) 100ml ,http://au.strawberrynet.com/cologne/christian-dior/dior-homme-sport-after-shave-lotion/149802/?trackid=7050500001&utm_source=myshopping&utm_medium=cpc&utm_campaign=Hair+Removal+Products&utm_term=Christian+Dior+Dior+Homme+Sport+After+Shave+Lotion+New+Version+,http://www.eglobalbeauty.com.au/Christian-Dior-Dior-Homme-Sport-After-Shave-Lotion-New-Version-100ml34oz-P59457.aspx,http://www.ozcosmetics.com/mens-fragrance/christian-dior/149802?utm_source=myshopping&utm_medium=cpc&utm_campaign=Hair+Removal+Products&utm_term=Christian+Dior+Dior+Homme+Sport+After+Shave+Lotion+New+Version+,http://www.brandshopping.com.au/product/christian-dior-dior-homme-after-shave-splash-100ml?utm_source=myshopping&utm_medium=cpc&utm_campaign=Hair+Removal+Products&utm_term=CHRISTIAN+DIOR+Dior+Homme+After+Shave+Splash+100ml,/,http://www.cosmeticsnow.com.au/iteminfo/christian-dior-dior-homme-sport-after-shave-lotion-new-version-100ml?utm_source=myshopping&utm_medium=cpc&utm_campaign=Hair+Removal+Products&utm_term=Christian+Dior+Dior+Homme+Sport+After+Shave+Lotion+New+Version+,/,,
